Zin;Context;;;
We gaan naar de dokter om je te helpen beter te worden.;Dokter;;;
We tellen samen tot drie en dan is het prikje klaar.;Dokter;;;
We wachten even in de wachtkamer, dan ben jij zo aan de beurt!;Dokter;;;
Wil je helpen de thermometer vast te houden?;Dokter;;;
Zeg maar ‘aaa’, dan kan de dokter in je mond kijken.;Dokter;;;
De dokter gaat even naar je kijken.;Dokter;;;
De dokter gaat je even goed onderzoeken.;Dokter;;;
We gaan toch even naar je laten kijken.;Dokter;;;
Het is niet erg om een foutje te maken.;Emoties;;;
Het is niet erg om even te huilen.;Emoties;;;
Het is niet erg om je zo te voelen.;Emoties;;;
Hey meissie, gaat het een beetje goed met jou?;Emoties;;;
Ik blijf bij je totdat je je beter voelt.;Emoties;;;
Ik snap dat je boos bent, maar slaan mag niet.;Emoties;;;
Ik zie dat je heel trots bent, goed gedaan!;Emoties;;;
Je hebt het zo goed geprobeerd, daar ben ik trots op!;Emoties;;;
Je mag altijd met mij praten als iets niet fijn voelt.;Emoties;;;
Je mag me altijd om een knuffel vragen.;Emoties;;;
Je mag trots zijn op jezelf.;Emoties;;;
Jij bent uniek en dat is prachtig!;Emoties;;;
Jij hebt een heel groot hart!;Emoties;;;
Kom, we ademen even diep in en uit.;Emoties;;;
rustig maar kleintje, het komt wel weer goed!;Emoties;;;
Soms ben je boos, en dat is helemaal niet erg.;Emoties;;;
Soms helpt het om even te zingen of te dansen.;Emoties;;;
Soms is het lastig om te wachten, hè?;Emoties;;;
Soms is het moeilijk om je gevoel te begrijpen.;Emoties;;;
Soms voelt iets niet eerlijk, dat snap ik.;Emoties;;;
Wat fijn dat je zegt hoe je je voelt.;Emoties;;;
Wat helpt jou om weer rustig te worden?;Emoties;;;
Wat is er toch aan de hand?;Emoties;;;
Wat kun je doen als je boos bent, in plaats van schreeuwen?;Emoties;;;
We kunnen even samen iets leuks doen.;Emoties;;;
Wil je even een rustig plekje zoeken?;Emoties;;;
Wil je vertellen wat er is?;Emoties;;;
ben je alweer zo moe?;Emoties;;;
Ben je zo aan het lachen?;Emoties;;;
ben je zo blij om mama te zien?;Emoties;;;
Dadelijk mag je lekker naar bed.;Emoties;;;
Heb je zo'n leuke dag? ;Emoties;;;
Heb jij er weer zin in? ;Emoties;;;
Het valt toch wel mee?;Emoties;;;
Het valt wel mee.;Emoties;;;
ik ben zo blij met jou!  ;Emoties;;;
Ik vind het zo leuk om met jou te zijn. ;Emoties;;;
Is het echt zo erg?;Emoties;;;
kijk, daar is papa weer, zo gezellig. ;Emoties;;;
nou, mevrouwtje, zo erg is het allemaal niet. ;Emoties;;;
Nou, nou, nou. Is het nou zo erg?;Emoties;;;
Oh, ben je een beetje chagrijnig?;Emoties;;;
oh, heb je alweer zo'n honger?;Emoties;;;
Papa gaat altijd bij jou blijven. ;Emoties;;;
Papa is zo blij met jou. ;Emoties;;;
Rustig maar, hier heb je aap. (knuffel);Emoties;;;
schatje, toch.;Emoties;;;
Verveel je je? ;Emoties;;;
Vrolijke meid.;Emoties;;;
Allemaal opgegeten!;Eten & drinken;;;
Appel met pindakaas.;Eten & drinken;;;
Chocolaatje of een aardbei? Je mag kiezen.;Eten & drinken;;;
Dat heeft mama speciaal voor jou gemaakt.;Eten & drinken;;;
Dat is niet voor baby's.;Eten & drinken;;;
Dat is niet voor jou.;Eten & drinken;;;
Dat mag jij nog niet.;Eten & drinken;;;
De tafel kun je niet eten.;Eten & drinken;;;
Dit is voor papa en mama.;Eten & drinken;;;
Dit kan zo toch niet langer.;Eten & drinken;;;
even rustig aan, kleine.;Eten & drinken;;;
Ga jij een koekje pakken?;Eten & drinken;;;
Gebruik maar je bovenlip zo om het eraf te happen.;Eten & drinken;;;
Goed zo, eet maar lekker.;Eten & drinken;;;
hap, hap, hap, hap.;Eten & drinken;;;
Heb je een beetje trek?;Eten & drinken;;;
Heb je nog honger?;Eten & drinken;;;
Heb je zin in een beetje appel?;Eten & drinken;;;
Heb je zomaar een koekje te pakken?;Eten & drinken;;;
Hupsakee.;Eten & drinken;;;
Ik heb lekker een hapje met appel voor je.;Eten & drinken;;;
Ja, dat vind je lekker.;Eten & drinken;;;
Je bent nog te jong voor een koekje,;Eten & drinken;;;
Je hebt papa's hele vest ondergesmeerd met appel en pindakaas.;Eten & drinken;;;
Jij hebt net lekker bloemkool gegeten.;Eten & drinken;;;
jij krijgt zo te eten. Nu moeten papa en mama even eten.;Eten & drinken;;;
kijk, lekkere appel, ziet er heerlijk uit.;Eten & drinken;;;
kom er maar gezellig bij.;Eten & drinken;;;
Kom maar even hier, gaan we even zitten.;Eten & drinken;;;
Kopje koffie.;Eten & drinken;;;
Laat papa en mama maar heel even eten.;Eten & drinken;;;
Lekker rijst.;Eten & drinken;;;
maak je er weer een beetje een knoeiboel van?;Eten & drinken;;;
nee, de lepel moet zo, dan kan je het goed eraf happen.;Eten & drinken;;;
nee, zo kan je niet eten.;Eten & drinken;;;
Niet het bakje pakken;Eten & drinken;;;
Niet op je hoofdje smeren.;Eten & drinken;;;
Nu zijn papa en mama aan het eten.;Eten & drinken;;;
nu zit het ook nog in je eigen haar.;Eten & drinken;;;
oh, op de grond!;Eten & drinken;;;
Pak het lepeltje maar goed vast.;Eten & drinken;;;
Papa gaat even koffie zetten.;Eten & drinken;;;
Speciaal voor Bobby.;Eten & drinken;;;
stil maar, we zijn even aan het eten. Jij mag straks weer eten.;Eten & drinken;;;
Wat ben jij aan het doen met die lepel, stouterd? (liefkozend naar baby);Eten & drinken;;;
Wat ben jij van plan met dat koekje?;Eten & drinken;;;
Wat ben jij van plan?;Eten & drinken;;;
Wat gaat ermee gebeuren?;Eten & drinken;;;
wil jij ook een kopje koffie?;Eten & drinken;;;
Als je genoeg hebt gegeten, mag je van tafel.;Eten en drinken;;;
Als je rustig eet, kun je alles goed proeven.;Eten en drinken;;;
Ben je klaar voor je flesje?;Eten en drinken;;;
De melk moet nog even opwarmen.;Eten en drinken;;;
Drink even een slokje water tussendoor.;Eten en drinken;;;
Drink nog maar even door, je moet goed drinken;Eten en drinken;;;
Eerst proeven en dan beslissen of je het lust.;Eten en drinken;;;
Even wachten, mama blaast het eten nog even koud.;Eten en drinken;;;
Goed kauwen, dan kun je beter slikken.;Eten en drinken;;;
Goed zo, je hebt een grote hap genomen!;Eten en drinken;;;
Het eten is klaar, kom maar aan tafel!;Eten en drinken;;;
Je hebt heel netjes gegeten, goed zo!;Eten en drinken;;;
Je mag helpen met de druiven wassen.;Eten en drinken;;;
Je mag je beker zelf vasthouden.;Eten en drinken;;;
Je mag zelf je beker vullen met water.;Eten en drinken;;;
Je mag zelf kiezen welk fruit je wilt.;Eten en drinken;;;
Je mag zelf roeren in je yoghurt.;Eten en drinken;;;
Kijk, je hebt bijna alles op!;Eten en drinken;;;
Kijk, je hebt je hele boterham opgegeten!;Eten en drinken;;;
Laten we samen een smoothie maken!;Eten en drinken;;;
Laten we tellen hoeveel happen je nog neemt.;Eten en drinken;;;
Niet te snel eten, dan krijg je buikpijn.;Eten en drinken;;;
Oh jee, weer een beetje melk gemorst.;Eten en drinken;;;
Pas op, de soep is nog warm.;Eten en drinken;;;
Vandaag eten we iets nieuws, wil je proeven?;Eten en drinken;;;
Wat een grote slok, knap gedaan!;Eten en drinken;;;
Wat een lekker warm flesje melk!;Eten en drinken;;;
Wat een lekkere boterham heb jij!;Eten en drinken;;;
Wat een mooie kleuren hebben de groenten!;Eten en drinken;;;
Wat ruikt het eten lekker!;Eten en drinken;;;
We eten gezellig samen aan tafel.;Eten en drinken;;;
We eten met een vork en niet met de handjes.;Eten en drinken;;;
We ruimen samen op na het eten.;Eten en drinken;;;
Wil je de pasta met een vork of een lepel eten?;Eten en drinken;;;
Wil je een klein stukje of een groot stuk?;Eten en drinken;;;
Wil je helpen met de komkommer snijden?;Eten en drinken;;;
Wil je met een lepel of met een vork eten?;Eten en drinken;;;
Zullen we een picknick in de woonkamer doen?;Eten en drinken;;;
Goed drinken, het is warm.;Eten en drinken, het weer;;;
Blijf maar lekker spelen, ik ben zo terug.;Even weg;;;
De deurbel gaat, ik doe even open.;Even weg;;;
Ik ben even met de buurvrouw aan het praten.;Even weg;;;
Ik ben in de gang, als je me zoekt.;Even weg;;;
Ik ben vlakbij, je kunt me roepen.;Even weg;;;
Ik ben zo terug, ik ga even naar de wc.;Even weg;;;
Ik doe even een lampje aan.;Even weg;;;
Ik ga even de boodschappen uit de auto halen.;Even weg;;;
Ik ga even de deur openmaken voor de pakketbezorger.;Even weg;;;
Ik ga even de post pakken.;Even weg;;;
Ik ga even de wasmachine aanzetten.;Even weg;;;
Ik ga even een glas water halen.;Even weg;;;
Ik ga even een kopje thee zetten.;Even weg;;;
Ik ga even iets uit de schuur pakken.;Even weg;;;
Ik ga even naar binnen om iets te pakken.;Even weg;;;
Ik ga even naar buiten om de konijnen eten te geven.;Even weg;;;
Ik ga even naar de auto.;Even weg;;;
Ik loop even naar de tuin, kom je zo?;Even weg;;;
Ik loop even naar de winkel, ik ben snel terug.;Even weg;;;
Ik moet even iemand bellen, maar ik ben zo terug.;Even weg;;;
Ik word gebeld, ik neem even op.;Even weg;;;
Heb je een gezellige dag gehad met opa en oma?;Familie & personen;;;
Mama gaat even plassen. ;Familie & personen;;;
Wat is papa aan het doen? ;Familie & personen;;;
We zijn weer met z'n drieën. ;Familie & personen;;;
Dit is het huis van oma en opa.;Familie en personen;;;
Je hebt een grote broer.;Familie en personen;;;
Je hebt een hele lieve familie!;Familie en personen;;;
Je kleine zusje houdt heel veel van jou!;Familie en personen;;;
Je mag oma helpen met koekjes bakken.;Familie en personen;;;
Je mag opa een dikke knuffel geven.;Familie en personen;;;
Je mag straks helpen bij opa in de tuin.;Familie en personen;;;
Je neefje wil graag met je spelen.;Familie en personen;;;
Mama belt even met opa, wil je hallo zeggen?;Familie en personen;;;
Oma heeft een cadeautje voor je meegenomen.;Familie en personen;;;
Opa en oma vinden het altijd fijn om jou te zien.;Familie en personen;;;
Opa en oma zijn blij om jou te zien!;Familie en personen;;;
Opa en oma zijn trots op jou!;Familie en personen;;;
Opa vertelt graag mooie verhalen.;Familie en personen;;;
Papa en mama houden heel veel van jou!;Familie en personen;;;
Papa komt zo thuis!;Familie en personen;;;
We gaan een cadeautje uitzoeken voor oma.;Familie en personen;;;
We gaan een foto van de hele familie maken!;Familie en personen;;;
We gaan een videoboodschap sturen naar oma.;Familie en personen;;;
We gaan straks naar het huis van je nichtje.;Familie en personen;;;
We maken een mooi knutselwerkje voor opa.;Familie en personen;;;
We maken een mooie foto voor opa en oma.;Familie en personen;;;
We sturen een kaartje naar opa en oma.;Familie en personen;;;
Wie mis je het meest?;Familie en personen;;;
Wie wil jij bellen? Opa of oma?;Familie en personen;;;
Wil je een tekening maken voor je tante?;Familie en personen;;;
Wil je een verhaaltje horen over vroeger?;Familie en personen;;;
Wil je kijken naar oude foto's?;Familie en personen;;;
Wil je met je neefjes spelen?;Familie en personen;;;
Wil je oma een kusje geven?;Familie en personen;;;
Zullen we een mooi liedje zingen voor oma?;Familie en personen;;;
Zullen we een verhaaltje vertellen aan opa?;Familie en personen;;;
Als je een deur heel hard dichtslaat, kunnen anderen schrikken.;Geluiden;;;
Als je je speelgoed laat vallen, maakt dat veel geluid.;Geluiden;;;
De stofzuiger maakt veel lawaai.;Geluiden;;;
De telefoon maakt geluid als iemand belt.;Geluiden;;;
De vogels fluiten buiten.;Geluiden;;;
Je praat nu heel zacht, kan je iets harder praten?;Geluiden;;;
Je stem is nu erg luid, probeer eens wat zachter te praten.;Geluiden;;;
Kijk eens naar de anderen, ze schrikken een beetje van het harde geluid.;Geluiden;;;
Kijk, de hond blaft!;Geluiden;;;
Sommige geluiden kun je ook voelen.;Geluiden;;;
Sommige mensen vinden harde geluiden niet fijn, laten we wat zachter doen.;Geluiden;;;
Voel je de trillingen van de muziek?;Geluiden;;;
Voel maar, de wasmachine trilt als hij aanstaat.;Geluiden;;;
Als de donder dichtbij is, dan trilt de grond een beetje.;Geluiden/het weer;;;
De bliksem komt eerst, daarna komt de donder.;Geluiden/het weer;;;
Donder klinkt voor horende mensen als een heel hard geluid, maar jij kan heel goed de trilling voelen, hè?;Geluiden/het weer;;;
Je kunt donder niet zien, bliksem wel.;Geluiden/het weer;;;
Voel je de trilling van de donder?;Geluiden/het weer;;;
Even je haar kammen, dan zit het weer mooi.;Haren doen;;;
Even je pony goed doen.;Haren doen;;;
Ik maak je haar even nat, dan kan ik het beter kammen.;Haren doen;;;
Je haar is heel lang geworden!;Haren doen;;;
Je haar is nog nat van het douchen.;Haren doen;;;
Je haar zit nog een beetje door de war.;Haren doen;;;
Je hebt lekker zacht haar.;Haren doen;;;
Kijk eens hoe mooi je krullen zijn!;Haren doen;;;
Nog even je haar goed doen, dan ben je klaar!;Haren doen;;;
Wat voor kapsel wil je vandaag?;Haren doen;;;
We doen even een klipje in je haar.;Haren doen;;;
We kunnen ook een knotje maken!;Haren doen;;;
We vlechten je haar, dan zit het mooi vast.;Haren doen;;;
Wil je dat ik je haar föhn?;Haren doen;;;
Wil je een elastiekje in?;Haren doen;;;
Wil je een haarband in?;Haren doen;;;
Wil je een stoere kuif?;Haren doen;;;
Wil je je haar los of vast vandaag?;Haren doen;;;
Wil je twee vlechtjes of één grote vlecht?;Haren doen;;;
Zullen we je haar even korter knippen binnenkort?;Haren doen;;;
Je hebt een prachtig lichaam!;Het lichaam;;;
Je hebt mooie nageltjes!;Het lichaam;;;
Je huid voelt zacht aan.;Het lichaam;;;
Je tong helpt je om te proeven.;Het lichaam;;;
Jouw buik beweegt als je ademt.;Het lichaam;;;
Jouw haren groeien elke dag een beetje.;Het lichaam;;;
Kijk eens hoe lang je armen zijn!;Het lichaam;;;
Kun je met je tenen wiebelen zonder je handen te gebruiken?;Het lichaam;;;
Raak je tenen maar aan, lukt dat?;Het lichaam;;;
Sommige mensen hebben sproetjes op hun huid.;Het lichaam;;;
Waar zit je navel?;Het lichaam;;;
Waar zitten je wimpers?;Het lichaam;;;
Weet je waar je elleboog zit?;Het lichaam;;;
Buiten is alles nat geworden door de regen.;Het weer;;;
De lucht wordt donker, het gaat misschien regenen.;Het weer;;;
Doe je jas maar dicht, anders waait de wind erin.;Het weer;;;
Doe maar even een pet op tegen de zon.;Het weer;;;
Het sneeuwt zachtjes, allemaal kleine vlokjes.;Het weer;;;
Wat een donkere wolken in de lucht.;Het weer;;;
We doen je zonnebril op tegen de felle zon.;Het weer;;;
De bank is om op te zitten, niet om te springen.;Huis en kamers;;;
De kelder is een plek om spullen op te bergen.;Huis en kamers;;;
De spiegel hangt in de badkamer.;Huis en kamers;;;
De trap is om naar boven en beneden te gaan.;Huis en kamers;;;
De trapleuning is om je aan vast te houden.;Huis en kamers;;;
Even het licht aandoen, dan zien we meer.;Huis en kamers;;;
Ik doe even het raam open voor frisse lucht.;Huis en kamers;;;
In de kast staan onze kopjes en bordjes.;Huis en kamers;;;
In de la liggen de vorken en messen.;Huis en kamers;;;
In de slaapkamer staat je bed.;Huis en kamers;;;
Je speelgoed ligt in de speelkamer.;Huis en kamers;;;
Onze fietsen staan in de schuur.;Huis en kamers;;;
We doen de deur zachtjes dicht.;Huis en kamers;;;
We zetten de tv even uit, dan is het rustiger.;Huis en kamers;;;
We zetten een plantje op de vensterbank.;Huis en kamers;;;
Zet je schoenen maar netjes bij de deur.;Huis en kamers;;;
Zullen we gezellig de kaarsjes aandoen?;Huis en kamers;;;
Zullen we samen je kamer opruimen?;Huis en kamers;;;
Het fornuis is heet, niet aankomen.;Huis en kamers, waarschuwing;;;
De wc is om op te plassen en te poepen.;Huis en kamers, wc;;;
De kapper doet ook een beetje haarlak in je haar.;Kapper;;;
De kapper föhnt je haar even droog.;Kapper;;;
De kapper gaat nu met de tondeuse.;Kapper;;;
De kapper gebruikt een schaar en een kam.;Kapper;;;
De kapper knipt de puntjes eraf.;Kapper;;;
De kapper spuit een beetje water op je haar.;Kapper;;;
Even je hoofd stilhouden, dan gaat het goed.;Kapper;;;
Even wachten, de kapper is bijna klaar.;Kapper;;;
Je haar groeit vanzelf weer aan.;Kapper;;;
Je mag zelf in de spiegel kijken hoe het wordt.;Kapper;;;
Kijk eens hoe mooi het is geworden!;Kapper;;;
Wat een mooi kapsel heb je nu!;Kapper;;;
Wat een verschil, hè?;Kapper;;;
Wil je een snoepje na het knippen?;Kapper;;;
Wil je je haar kort of lang laten?;Kapper;;;
Wil je op een kussen zitten zodat je hoger zit?;Kapper;;;
Zit je lekker op de stoel?;Kapper;;;
Als je niet kiest, kies ik voor jou.;Keuzes maken;;;
Denk goed na voordat je kiest.;Keuzes maken;;;
Je hoeft niet altijd de perfecte keuze te maken.;Keuzes maken;;;
Je hoeft niet te haasten, neem je tijd om te kiezen.;Keuzes maken;;;
Je mag er eentje kiezen, je mag niet alles.;Keuzes maken;;;
Je mag zelf een stempel kiezen.;Keuzes maken;;;
Je mag zelf kiezen.;Keuzes maken;;;
Wat wil je als eerste doen?;Keuzes maken;;;
Welke knuffel neem je mee naar bed?;Keuzes maken;;;
Welke vind je mooier?;Keuzes maken;;;
Welke wil je liever?;Keuzes maken;;;
Jij mag vandaag kiezen, morgen mag je zusje kiezen.;Keuzes maken, Familie en personen;;;
Wil je binnen of buiten spelen?;Keuzes maken, Spelen;;;
Daar zijn de schapen, ze hebben zachte wol.;Kinderboerderij, Dieren;;;
De boer zorgt goed voor de dieren.;Kinderboerderij, Dieren;;;
De cavia’s zitten verstopt in hun hok.;Kinderboerderij, Dieren;;;
De geitjes vinden het leuk om te klimmen.;Kinderboerderij, Dieren;;;
De konijnen hebben grote oren, zie je dat?;Kinderboerderij, Dieren;;;
De varkens hebben een krulstaart!;Kinderboerderij, Dieren;;;
Er is ook een klein kuikentje!;Kinderboerderij, Dieren;;;
Het paardje knabbelt aan de wortel.;Kinderboerderij, Dieren;;;
Je mag de geiten geen papier geven.;Kinderboerderij, Dieren;;;
Kijk, daar is een baby ezel!;Kinderboerderij, Dieren;;;
Kijk, daar lopen de kippen!;Kinderboerderij, Dieren;;;
Kijk, het paard eet hooi.;Kinderboerderij, Dieren;;;
Kun jij een dier nadoen?;Kinderboerderij, Dieren;;;
Pak maar een handje voer voor de dieren.;Kinderboerderij, Dieren;;;
Wat denk je dat de varkens eten?;Kinderboerderij, Dieren;;;
We moeten zachtjes doen bij de dieren.;Kinderboerderij, Dieren;;;
Wil je de pony's zien?;Kinderboerderij, Dieren;;;
Wil je het kippenhok van dichtbij zien?;Kinderboerderij, Dieren;;;
Zullen we een rondje lopen langs alle dieren?;Kinderboerderij, Dieren;;;
Zullen we kijken of de cavia’s nog slapen?;Kinderboerderij, Dieren;;;
Zullen we kijken waar de kippen hun eitjes leggen?;Kinderboerderij, Dieren;;;
De haan kraait, kan je dat horen?;Kinderboerderij, Dieren, Geluiden;;;
Het is belangrijk om je handen te wassen na het aaien.;Kinderboerderij, Dieren, Wassen en hygiëne;;;
Dat wordt een kleurrijk kunstwerk!;Knutselen;;;
Dat wordt een prachtig knutselwerk!;Knutselen;;;
De stiften liggen daar.;Knutselen;;;
Even wachten tot de verf droog is.;Knutselen;;;
Gebruik de lijmstift voorzichtig.;Knutselen;;;
Je kunt ook met krijtjes kleuren.;Knutselen;;;
Kijk, ik teken een ster.;Knutselen;;;
Kijk, je kunt de kleurtjes mengen.;Knutselen;;;
Kijk, we maken een vlinder van papier.;Knutselen;;;
Laat de lijm maar even drogen.;Knutselen;;;
Laat je tekening maar zien!;Knutselen;;;
Laten we een huis tekenen.;Knutselen;;;
Maak er maar iets moois van!;Knutselen;;;
Pak maar een kwast.;Knutselen;;;
Teken maar een zonnetje!;Knutselen;;;
Wat een mooie kleurencombinatie!;Knutselen;;;
We kunnen iets knippen en opplakken.;Knutselen;;;
We maken een mooie handafdruk met verf.;Knutselen;;;
We maken een mooie slinger.;Knutselen;;;
We plakken het vast met lijm.;Knutselen;;;
Welke kleur wil je gebruiken?;Knutselen;;;
Welke vorm wil je uitknippen?;Knutselen;;;
Wil je een bloem schilderen?;Knutselen;;;
Wil je een glitterpen proberen?;Knutselen;;;
Wil je een hartje uitknippen?;Knutselen;;;
Wil je glitter erop doen?;Knutselen;;;
Wil je het versieren met deze stickers?;Knutselen;;;
Wil je knippen of plakken?;Knutselen;;;
Zullen we een regenboog tekenen?;Knutselen;;;
Zullen we samen knutselen?;Knutselen;;;
Zullen we stickers gebruiken?;Knutselen;;;
We kunnen ook met klei spelen.;Knutselen, Spelen;;;
Doe voorzichtig met je schaar.;Knutselen, Waarschuwing;;;
De oven moet nog voorverwarmen.;Koken;;;
De soep moet even afkoelen.;Koken;;;
Even proeven of het goed smaakt.;Koken;;;
Je mag de pannenkoeken versieren met fruit!;Koken;;;
Kijk hoe de boter smelt in de pan.;Koken;;;
Kijk hoe de chocolade smelt, lekker hè?;Koken;;;
Kijk, we mengen alles door elkaar.;Koken;;;
Laten we ondertussen de tafel dekken, dan kunnen we zo lekker eten.;Koken;;;
Pas op, hete olie kan gaan spetteren.;Koken;;;
We gaan samen koekjes bakken!;Koken;;;
We kunnen samen een cake bakken!;Koken;;;
We moeten eerst onze handen wassen voor we koken.;Koken;;;
We moeten even wachten tot het afgekoeld is.;Koken;;;
We zetten de timer aan en wachten even.;Koken;;;
Wil je de kaas over de pasta strooien?;Koken;;;
Wil je de sinaasappel snijden? Heel voorzichtig!;Koken;;;
Wil je een stukje proeven?;Koken;;;
Wil je het beslag in de vorm gieten?;Koken;;;
Wil je het deeg kneden?;Koken;;;
Wil jij de kruiden erbij doen?;Koken;;;
Wil jij in de saus roeren?;Koken;;;
Zachtjes roeren zodat het niet spettert.;Koken;;;
Zal ik de kom vasthouden terwijl je roert?;Koken;;;
Zullen we de boterhammen samen smeren?;Koken;;;
Zullen we een pizza maken?;Koken;;;
Zullen we het eten op het bord leggen?;Koken;;;
Wil je helpen met het opruimen na het koken?;Koken, Opruimen;;;
Pas op met scherpe messen!;Koken, Waarschuwing;;;
Goed zo, probeer maar een stapje te zetten.;Leren lopen;;;
Hou je vast aan de tafel.;Leren lopen;;;
Je kunt het, ik weet het zeker!;Leren lopen;;;
Je mag ook even uitrusten als je moe bent.;Leren lopen;;;
Kom, we doen het samen!;Leren lopen;;;
Loop maar naar je knuffel.;Leren lopen;;;
Lopen is leuk hè?;Leren lopen;;;
Probeer maar te lopen zonder je vast te houden.;Leren lopen;;;
Stapje voor stapje.;Leren lopen;;;
Vallen is niet erg, even opstaan en weer proberen!;Leren lopen;;;
Wil je mijn hand vasthouden tijdens het lopen?;Leren lopen;;;
Wil je naar de stoel lopen?;Leren lopen;;;
Zet je voetjes goed neer.;Leren lopen;;;
Je doet het steeds beter.;Leren lopen, complimenten;;;
Je hebt vandaag al veel geoefend!;Leren lopen, complimenten;;;
Kijk hoe ver je al bent gekomen!;Leren lopen, complimenten;;;
Kijk, je bent al een stukje verder gekomen!;Leren lopen, complimenten;;;
Kijk, je kunt al staan zonder handen!;Leren lopen, complimenten;;;
Wat een grote stap!;Leren lopen, complimenten;;;
Wat ga jij al snel!;Leren lopen, complimenten;;;
Wat knap dat je zelf weer opstaat!;Leren lopen, complimenten;;;
Voel je hoe sterk je benen zijn?;Leren lopen, het lichaam;;;
Als er iets is, kun je het aan opa en oma vertellen.;Logeren;;;
Als je een beetje spannend vindt, helpt je knuffel je.;Logeren;;;
Als je niet kunt slapen, mag je altijd oma roepen.;Logeren;;;
Denk je dat je het leuk gaat vinden?;Logeren;;;
Ik geef je een dikke knuffel voordat je vertrekt!;Logeren;;;
Je gaat een nachtje bij opa en oma slapen, gezellig!;Logeren;;;
Je hebt hier al vaker geslapen, vorige keer ging het heel goed!;Logeren;;;
Je krijgt vast een lekker ontbijt bij opa en oma.;Logeren;;;
Je kunt ons altijd even videobellen als je dat wilt.;Logeren;;;
Je mag één spelletje meenemen om daar te spelen.;Logeren;;;
Je mag morgenochtend lekker lang uitslapen.;Logeren;;;
Je mag zelf je tas dragen als je wilt.;Logeren;;;
Oma heeft vast iets lekkers voor je klaargezet.;Logeren;;;
Papa en mama brengen je straks naar opa en oma.;Logeren;;;
We pakken je tandenborstel en je kam in.;Logeren;;;
Wil je een boekje meenemen om daar te lezen?;Logeren;;;
Wil je een extra knuffel meenemen?;Logeren;;;
Wil je in je eigen bedje slapen of liever bij opa en oma op de kamer?;Logeren;;;
Wil je je lievelingsboek meenemen?;Logeren;;;
Wil je je pyjama zelf inpakken?;Logeren;;;
Als je ergens bang voor bent, kun je het altijd aan opa vertellen.;Logeren, Gevoelens, Familie en personen;;;
Oh oh, weer een vieze luier!;Luier;;;
Alles is nat geworden.;Luier;;;
Bobby heeft weer heel veel gepoept.;Luier;;;
Even in je luier kijken.;Luier;;;
Even in je luier spieken.;Luier;;;
Even kijken wat er in je luier zit.;Luier;;;
Ga je nog plassen?;Luier;;;
Heb je een poepje gedaan?;Luier;;;
Heb jij weer een grote poep gedaan?;Luier;;;
Het is een heel grote drol.;Luier;;;
Je hebt heel veel plasjes gedaan.;Luier;;;
Je hebt het weer goed getimed.;Luier;;;
Je hebt het weer voor elkaar.;Luier;;;
Je hebt weer gewacht totdat je luier uit was met plassen.;Luier;;;
Luier inspectie!;Luier;;;
Niet de poep op je handen smeren.;Luier;;;
Oh ja, je hebt op je romper geplast.;Luier;;;
oh, verrassingsplas!;Luier;;;
Oké, alles moet weer uit.;Luier;;;
Pas op, niet met je voet in je luier.;Luier;;;
Snel een nieuwe luier eronder.;Luier;;;
Snel een nieuwe luier pakken.;Luier;;;
Toch weer een schone romper aan.;Luier;;;
Wat een volle plasluier!;Luier;;;
Wauw, wat veel poep!;Luier;;;
Zullen we even naar je luier kijken?;Luier;;;
Bah, je luier zit vol, tijd voor een nieuwe!;Luier verschonen;;;
Deze luier zit weer lekker strak.;Luier verschonen;;;
Even controleren of je nog een schone luier hebt.;Luier verschonen;;;
Even je beentjes optillen.;Luier verschonen;;;
Even je handjes schoonmaken na het verschonen.;Luier verschonen;;;
Even op je rug blijven liggen.;Luier verschonen;;;
Even wachten, ik maak de plakstripjes vast.;Luier verschonen;;;
Even wachten, mama is nog bezig.;Luier verschonen;;;
Ik doe snel de nieuwe luier om, dan kun je weer spelen.;Luier verschonen;;;
Je luier is nog droog, je hoeft nog niet verschoond te worden.;Luier verschonen;;;
Laten we snel je vieze luier weggooien.;Luier verschonen;;;
Oh oh, dat was een flinke poepluier!;Luier verschonen;;;
Oh, dat ruikt wel heel sterk!;Luier verschonen;;;
Wat een wiebelkont ben je! Blijf even liggen.;Luier verschonen;;;
We doen snel de vieze luier in de prullenbak.;Luier verschonen;;;
We doen snel je broekje weer aan.;Luier verschonen;;;
We maken je goed schoon, dan krijg je geen uitslag.;Luier verschonen;;;
Wil je een speeltje vasthouden terwijl ik je verschoon?;Luier verschonen;;;
Zo, nu ruik je weer lekker fris!;Luier verschonen;;;
Je hebt goed stilgelegen, knap hoor!;Luier verschonen, Complimenten;;;
Denk maar aan iets leuks voordat je gaat slapen.;Naar bed;;;
Doe je oogjes maar dicht.;Naar bed;;;
Even je knuffels goed leggen.;Naar bed;;;
Ik blijf bij je totdat je bijna slaapt.;Naar bed;;;
Ik blijf nog even zitten en dan ga ik naar beneden.;Naar bed;;;
Ik doe het licht een beetje minder fel.;Naar bed;;;
Ik laat de deur een beetje open.;Naar bed;;;
Je hoeft niet bang te zijn, ik ben hier vlakbij.;Naar bed;;;
Je knuffel blijft de hele nacht bij je.;Naar bed;;;
Je kunt mij altijd roepen als er iets is.;Naar bed;;;
Je mag in je bedje gaan liggen.;Naar bed;;;
Je mag morgen weer lekker spelen.;Naar bed;;;
Je mag morgenochtend vertellen wat je hebt gedroomd.;Naar bed;;;
Kijk, konijn slaapt ook al!;Naar bed;;;
